,address,zip,units,cost,year,city,state,DIST01,DIST02,DIST03,DIST04,DIST05,DIST06,DIST07,DIST08,DIST09,DIST10,DIST11,DIST12,DIST13,DIST14,DIST15,DIST16,DIST17,DIST18,DIST19,big_address,Address,LAT,LON
989,8605 SHOAL CREEK BLVD,787570000,38,146763.157895,1972,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"8605 SHOAL CREEK BLVD, Austin, TX, 787570000","8605 SHOAL CREEK BLVD, Austin, TX, 787570000",30.371569,-97.73734
990,9125 NORTH PLZ,787530000,38,166355.047368,1979,Austin,TX,G35,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B10,ALL,ACC,CA4,"9125 NORTH PLZ, Austin, TX, 787530000","9125 NORTH PLZ, Austin, TX, 787530000",30.354235,-97.68586
991,1011 BRODIE ST,787040000,37,447534.0,2000,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA9,"1011 BRODIE ST, Austin, TX, 787040000","1011 BRODIE ST, Austin, TX, 787040000",30.24678,-97.763275
992,1200 MEARNS MEADOW BLVD,787580000,37,,,Austin,TX,G35,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"1200 MEARNS MEADOW BLVD, Austin, TX, 787580000","1200 MEARNS MEADOW BLVD, Austin, TX, 787580000",30.371004,-97.70222
993,1901 CROSSING PL,787410000,37,281802.0,2005,Austin,TX,G35,N21,L51,P04,C10,J04,S02,D21,,,,A01,,,,B05,ALL,ACC,CA3,"1901 CROSSING PL, Austin, TX, 787410000","1901 CROSSING PL, Austin, TX, 787410000",30.232582,-97.71691
994,2048 STASSNEY LN,787450000,37,195702.702703,1981,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T47,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"2048 STASSNEY LN, Austin, TX, 787450000","2048 STASSNEY LN, Austin, TX, 787450000",30.216246,-97.798836
995,2209 HANCOCK DR,787560000,37,210735.0,2000,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA7,"2209 HANCOCK DR, Austin, TX, 787560000","2209 HANCOCK DR, Austin, TX, 787560000",30.323214,-97.741165
996,2400 6TH ST,787020000,37,,,Austin,TX,G35,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2400 6TH ST, Austin, TX, 787020000","2400 6TH ST, Austin, TX, 787020000",30.259571,-97.71643
997,2414 VENTURA DR,787410000,37,125793.972973,1973,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2414 VENTURA DR, Austin, TX, 787410000","2414 VENTURA DR, Austin, TX, 787410000",30.217468,-97.7363
998,2510 ELMONT DR,787410000,37,83833.6621622,1972,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2510 ELMONT DR, Austin, TX, 787410000","2510 ELMONT DR, Austin, TX, 787410000",30.239304,-97.72061
999,2700 MANOR RD,787220000,37,51919.2432432,1972,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA9,"2700 MANOR RD, Austin, TX, 787220000","2700 MANOR RD, Austin, TX, 787220000",30.28511,-97.714096
1000,2800 LYONS RD,787020000,37,58980.972973,2019,Austin,TX,G35,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2800 LYONS RD, Austin, TX, 787020000","2800 LYONS RD, Austin, TX, 787020000",30.26402,-97.70811
1001,3018 1ST ST,787040000,37,,,Austin,TX,G21,N14,L49,P04,C10,J04,S01,T42,,,Q00,A01,Q05,,,B05,ALL,ACC,CA3,"3018 1ST ST, Austin, TX, 787040000","3018 1ST ST, Austin, TX, 787040000",30.234886,-97.76422
1002,3316 GUADALUPE ST,787050000,37,251435.0,1981,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3316 GUADALUPE ST, Austin, TX, 787050000","3316 GUADALUPE ST, Austin, TX, 787050000",30.300009,-97.739845
1003,4553 GUADALUPE ST,787510000,37,112961.005405,1967,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4553 GUADALUPE ST, Austin, TX, 787510000","4553 GUADALUPE ST, Austin, TX, 787510000",30.311468,-97.73257
1004,5515 DAVIS LN,787490000,37,271779.0,2002,Austin,TX,G25,N25,L48,P03,C10,J03,S01,T47,,,Q00,A01,Q04,,,B05,ALL,ACC,CA8,"5515 DAVIS LN, Austin, TX, 787490000","5515 DAVIS LN, Austin, TX, 787490000",30.207647,-97.86787
1005,6000 CONGRESS AVE,787450000,37,248997.0,,Austin,TX,G35,N21,L51,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA2,"6000 CONGRESS AVE, Austin, TX, 787450000","6000 CONGRESS AVE, Austin, TX, 787450000",30.201452,-97.775826
1006,620 1ST ST,787040000,37,303094.0,1968,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA9,"620 1ST ST, Austin, TX, 787040000","620 1ST ST, Austin, TX, 787040000",30.2567,-97.75108
1007,12429 SCOFIELD FARMS DR,787580000,36,,,Austin,TX,G17,N14,L50,P02,C10,J02,S13,,,,,A01,,,,B10,ALL,ACC,CA7,"12429 SCOFIELD FARMS DR, Austin, TX, 787580000","12429 SCOFIELD FARMS DR, Austin, TX, 787580000",30.409346,-97.68759
1008,1633 ROYAL CREST DR,787410000,36,,,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"1633 ROYAL CREST DR, Austin, TX, 787410000","1633 ROYAL CREST DR, Austin, TX, 787410000",30.239513,-97.73012
1009,1910 ROBBINS PL,787050000,36,337387.0,1984,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1910 ROBBINS PL, Austin, TX, 787050000","1910 ROBBINS PL, Austin, TX, 787050000",30.28415,-97.74948
1010,2001 PARKER LN,787410000,36,318561.0,1984,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2001 PARKER LN, Austin, TX, 787410000","2001 PARKER LN, Austin, TX, 787410000",30.235119,-97.735115
1011,2504 MANOR RD,787220000,36,74100.0,1972,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA9,"2504 MANOR RD, Austin, TX, 787220000","2504 MANOR RD, Austin, TX, 787220000",30.284872,-97.71558
1012,2600 PENNY LN,787570000,36,133706.0,1969,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"2600 PENNY LN, Austin, TX, 787570000","2600 PENNY LN, Austin, TX, 787570000",30.36542,-97.73026
1013,2705 HOEKE LN,787440000,36,162424.0,1997,Austin,TX,G35,N14,L51,P04,C10,J04,S02,D27,,,,A01,,R09,,B05,ALL,ACC,CA2,"2705 HOEKE LN, Austin, TX, 787440000","2705 HOEKE LN, Austin, TX, 787440000",30.21316,-97.68951
1014,2901 SWISHER ST,787050000,36,270833.333333,1999,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2901 SWISHER ST, Austin, TX, 787050000","2901 SWISHER ST, Austin, TX, 787050000",30.28814,-97.72603
1015,3311 ROGERS RD,787580000,36,,,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA7,"3311 ROGERS RD, Austin, TX, 787580000","3311 ROGERS RD, Austin, TX, 787580000",30.401192,-97.725586
1016,4501 WESTLAKE DR,787460000,36,24826.4444444,2013,Austin,TX,G25,N14,L48,P02,C10,J03,S04,,,,Q06,A01,Q10,,,B05,ALL,ACC,CA10,"4501 WESTLAKE DR, Austin, TX, 787460000","4501 WESTLAKE DR, Austin, TX, 787460000",30.334187,-97.810196
1017,5800 WELLINGTON DR,787230000,36,272638.888889,1969,Austin,TX,G25,N14,L46,P01,C10,J05,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"5800 WELLINGTON DR, Austin, TX, 787230000","5800 WELLINGTON DR, Austin, TX, 787230000",30.31025,-97.68788
1018,606 17TH ST,787010000,36,174676.486111,1959,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"606 17TH ST, Austin, TX, 787010000","606 17TH ST, Austin, TX, 787010000",30.280409,-97.7446
1019,9300 NORTHGATE BLVD,787580000,36,385310.358333,1977,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"9300 NORTHGATE BLVD, Austin, TX, 787580000","9300 NORTHGATE BLVD, Austin, TX, 787580000",30.372147,-97.71549
1020,1122 COLORADO ST,787010000,35,31942.8571429,1965,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1122 COLORADO ST, Austin, TX, 787010000","1122 COLORADO ST, Austin, TX, 787010000",30.273546,-97.7428
1021,1332 LAMAR SQUARE DR,787040000,35,198473.005714,2010,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"1332 LAMAR SQUARE DR, Austin, TX, 787040000","1332 LAMAR SQUARE DR, Austin, TX, 787040000",30.253862,-97.76383
1022,1705 CROSSING PL,787410000,35,139553.0,1983,Austin,TX,G35,N21,L51,P04,C10,J04,S02,D21,,,,A01,,,,B05,ALL,ACC,CA3,"1705 CROSSING PL, Austin, TX, 787410000","1705 CROSSING PL, Austin, TX, 787410000",30.233686,-97.71571
1023,1802 WEST AVE,787010000,35,278571.428571,1962,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1802 WEST AVE, Austin, TX, 787010000","1802 WEST AVE, Austin, TX, 787010000",30.281935,-97.74625
1024,1830 RUNDBERG LN,787580000,35,274260.685714,1972,Austin,TX,G10,N14,L49,P02,C10,J02,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"1830 RUNDBERG LN, Austin, TX, 787580000","1830 RUNDBERG LN, Austin, TX, 787580000",30.370222,-97.712425
1025,2205 LAMAR BLVD,787050000,35,,,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2205 LAMAR BLVD, Austin, TX, 787050000","2205 LAMAR BLVD, Austin, TX, 787050000",30.286068,-97.75318
1026,2507 BURLESON RD,787410000,35,140400.0,1984,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2507 BURLESON RD, Austin, TX, 787410000","2507 BURLESON RD, Austin, TX, 787410000",30.228474,-97.73548
1027,2710 NUECES ST,787050000,35,,,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2710 NUECES ST, Austin, TX, 787050000","2710 NUECES ST, Austin, TX, 787050000",30.292263,-97.74274
1028,2720 LYONS RD,787020000,35,78566.9714286,1999,Austin,TX,G35,N14,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2720 LYONS RD, Austin, TX, 787020000","2720 LYONS RD, Austin, TX, 787020000",30.26462,-97.70982
1029,306 RUNDBERG LN,787530000,35,421571.428571,1984,Austin,TX,G35,N14,L50,P01,C10,J01,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"306 RUNDBERG LN, Austin, TX, 787530000","306 RUNDBERG LN, Austin, TX, 787530000",30.3602054233,-97.6920108168
1030,3121 SPEEDWAY,787050000,35,130321.6,1973,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3121 SPEEDWAY, Austin, TX, 787050000","3121 SPEEDWAY, Austin, TX, 787050000",30.29604,-97.736404
1031,3815 MANCHACA RD,787040000,35,209861.0,1981,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"3815 MANCHACA RD, Austin, TX, 787040000","3815 MANCHACA RD, Austin, TX, 787040000",30.23526,-97.78486
1032,401 MASTERSON PASS,787530000,35,92571.1057143,1984,Austin,TX,G35,N14,L50,P01,C10,J01,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"401 MASTERSON PASS, Austin, TX, 787530000","401 MASTERSON PASS, Austin, TX, 787530000",30.370121,-97.69001
1033,4539 GUADALUPE ST,787510000,35,245142.857143,1966,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4539 GUADALUPE ST, Austin, TX, 787510000","4539 GUADALUPE ST, Austin, TX, 787510000",30.311094,-97.733406
1034,4616 TRIANGLE AVE,787510000,35,,,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B05,ALL,ACC,CA9,"4616 TRIANGLE AVE, Austin, TX, 787510000","4616 TRIANGLE AVE, Austin, TX, 787510000",30.314308,-97.73401
1035,6111 CONGRESS AVE,787450000,35,506819.3,1940,Austin,TX,G35,N21,L51,P04,C10,J03,S01,T46,,,,A01,,,,B05,ALL,ACC,CA2,"6111 CONGRESS AVE, Austin, TX, 787450000","6111 CONGRESS AVE, Austin, TX, 787450000",30.200327,-97.77612
1036,707 CARDINAL LN,787040000,35,8719.1,,Austin,TX,G21,N14,L49,P04,C10,J04,S01,T42,,,Q00,A01,Q05,,,B05,ALL,ACC,CA3,"707 CARDINAL LN, Austin, TX, 787040000","707 CARDINAL LN, Austin, TX, 787040000",30.232637,-97.76728
1037,7104 NORTHEAST DR,787230000,35,,,Austin,TX,G10,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"7104 NORTHEAST DR, Austin, TX, 787230000","7104 NORTHEAST DR, Austin, TX, 787230000",30.3214340327,-97.6791922014
1038,9100 MOUNTAIN RIDGE DR,787590000,35,234222.0,1980,Austin,TX,G10,N14,L48,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"9100 MOUNTAIN RIDGE DR, Austin, TX, 787590000","9100 MOUNTAIN RIDGE DR, Austin, TX, 787590000",30.387285,-97.75348
1039,1000 26TH ST,787050000,34,185711.5,1973,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1000 26TH ST, Austin, TX, 787050000","1000 26TH ST, Austin, TX, 787050000",30.290888,-97.747665
1040,103 30TH ST,787050000,34,232770.735294,,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"103 30TH ST, Austin, TX, 787050000","103 30TH ST, Austin, TX, 787050000",30.2939772229,-97.7371198318
1041,11400 CONCORDIA UNIVERSITY DR,787260000,34,1403023.47059,2009,Austin,TX,G10,N14,L48,P03,C10,J02,S10,,,,,A01,,,,B10,ALL,ACC,CA6,"11400 CONCORDIA UNIVERSITY DR, Austin, TX, 787260000","11400 CONCORDIA UNIVERSITY DR, Austin, TX, 787260000",30.421843,-97.844604
1042,1221 BARTON HILLS DR,787040000,34,120661.382353,1974,Austin,TX,G21,N14,L49,P03,C10,J03,S01,T45,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"1221 BARTON HILLS DR, Austin, TX, 787040000","1221 BARTON HILLS DR, Austin, TX, 787040000",30.261599,-97.77416
1043,2000 CULLEN AVE,787570000,34,417740.0,2000,Austin,TX,G10,N14,L49,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA7,"2000 CULLEN AVE, Austin, TX, 787570000","2000 CULLEN AVE, Austin, TX, 787570000",30.345266,-97.73368
1044,2301 5TH ST,787040000,34,19650.5294118,2013,Austin,TX,G21,N14,L51,P04,C10,J04,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA9,"2301 5TH ST, Austin, TX, 787040000","2301 5TH ST, Austin, TX, 787040000",30.244818,-97.76419
1045,2323 TOWN LAKE CIR,787410000,34,428444.0,1971,Austin,TX,G35,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"2323 TOWN LAKE CIR, Austin, TX, 787410000","2323 TOWN LAKE CIR, Austin, TX, 787410000",30.23951,-97.723755
1046,2401 LEON ST,787050000,34,,,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2401 LEON ST, Austin, TX, 787050000","2401 LEON ST, Austin, TX, 787050000",30.288412,-97.74931
1047,3001 OAK SPRINGS DR,787020000,34,,,Austin,TX,G35,N14,L51,P04,C10,J04,S01,T41,,,,A01,,,,B05,ALL,ACC,CA3,"3001 OAK SPRINGS DR, Austin, TX, 787020000","3001 OAK SPRINGS DR, Austin, TX, 787020000",30.273006,-97.70127
1048,4501 WHISPERING VALLEY DR,787270000,34,139.1,1999,Austin,TX,G17,N14,L50,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA6,"4501 WHISPERING VALLEY DR, Austin, TX, 787270000","4501 WHISPERING VALLEY DR, Austin, TX, 787270000",30.41473,-97.73019
1049,516 SLAUGHTER LN,787440000,34,268622.823529,2017,Austin,TX,G35,N21,L48,P04,C10,J04,S01,T46,,,,A01,,,,B05,ALL,ACC,CA2,"516 SLAUGHTER LN, Austin, TX, 787440000","516 SLAUGHTER LN, Austin, TX, 787440000",30.165041,-97.77913
1050,6820 CYPRESS PT,787460000,34,577406.0,1980,Austin,TX,G21,N14,L48,P03,C10,J03,S04,,M17,,Q06,A01,Q10,,L01,B05,ALL,ACC,CA8,"6820 CYPRESS PT, Austin, TX, 787460000","6820 CYPRESS PT, Austin, TX, 787460000",30.281887,-97.848495
1051,707 21ST ST,787050000,34,,,Austin,TX,G21,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"707 21ST ST, Austin, TX, 787050000","707 21ST ST, Austin, TX, 787050000",30.284046,-97.74527
1052,1000 COLLINWOOD WEST DR,787530000,33,,,Austin,TX,G10,N14,L50,P01,C10,J02,S01,T41,,,,A01,,,,B10,ALL,ACC,CA1,"1000 COLLINWOOD WEST DR, Austin, TX, 787530000","1000 COLLINWOOD WEST DR, Austin, TX, 787530000",30.371311,-97.67482
1053,109 39TH ST,787510000,33,144782.3,1969,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"109 39TH ST, Austin, TX, 787510000","109 39TH ST, Austin, TX, 787510000",30.3021807188,-97.7334966134
1054,11310 SPICEWOOD CLUB DR,787500000,33,319568.6,1983,Austin,TX,G10,N14,L47,P03,C10,J02,S14,,,,,A01,,,,B10,ALL,ACC,CA6,"11310 SPICEWOOD CLUB DR, Austin, TX, 787500000","11310 SPICEWOOD CLUB DR, Austin, TX, 787500000",30.44119,-97.806465
1055,15906 WINDERMERE DR,786600000,33,147889.848485,2008,Austin,TX,G17,N14,L46,P01,C04,J02,S13,,,E02,,,,,,B10,ALL,AC2,,"15906 WINDERMERE DR, Austin, TX, 786600000","15906 WINDERMERE DR, Austin, TX, 786600000",30.447613,-97.64834
1056,1812 WEST AVE,787010000,33,445675.0,2014,Austin,TX,G21,N14,L49,P03,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"1812 WEST AVE, Austin, TX, 787010000","1812 WEST AVE, Austin, TX, 787010000",30.282024,-97.746216
1057,1845 BURTON DR,787410000,33,,,Austin,TX,G21,N21,L51,P04,C10,J04,S01,T42,,,,A01,,,,B05,ALL,ACC,CA3,"1845 BURTON DR, Austin, TX, 787410000","1845 BURTON DR, Austin, TX, 787410000",30.235144,-97.729324
1058,2217 ONION CREEK PKWY,787470000,33,243364.0,1977,Austin,TX,G21,N25,L47,P04,C10,J04,S01,T46,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"2217 ONION CREEK PKWY, Austin, TX, 787470000","2217 ONION CREEK PKWY, Austin, TX, 787470000",30.136997,-97.79411
1059,2501 MANOR RD,787220000,33,,,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"2501 MANOR RD, Austin, TX, 787220000","2501 MANOR RD, Austin, TX, 787220000",30.284742,-97.716286
1060,2525 LAMAR BLVD,787040000,33,362644.0,2007,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"2525 LAMAR BLVD, Austin, TX, 787040000","2525 LAMAR BLVD, Austin, TX, 787040000",30.246088,-97.77877
1061,3000 GUADALUPE ST,787050000,33,19257.3939394,1980,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3000 GUADALUPE ST, Austin, TX, 787050000","3000 GUADALUPE ST, Austin, TX, 787050000",30.296795,-97.74191
1062,3111 TOM GREEN ST,787050000,33,240845.0,1983,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3111 TOM GREEN ST, Austin, TX, 787050000","3111 TOM GREEN ST, Austin, TX, 787050000",30.2936,-97.73429
1063,3571 FAR WEST BLVD,787310000,33,,,Austin,TX,G25,N14,L48,P02,C10,J05,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"3571 FAR WEST BLVD, Austin, TX, 787310000","3571 FAR WEST BLVD, Austin, TX, 787310000",30.3540866206,-97.7547323181
1064,4400 AVENUE B,787510000,33,131829.909091,1971,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4400 AVENUE B, Austin, TX, 787510000","4400 AVENUE B, Austin, TX, 787510000",30.308958,-97.73174
1065,4401 SPICEWOOD SPRINGS RD,787590000,33,,,Austin,TX,G10,N14,L48,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA10,"4401 SPICEWOOD SPRINGS RD, Austin, TX, 787590000","4401 SPICEWOOD SPRINGS RD, Austin, TX, 787590000",30.371933,-97.75792
1066,6103 MANOR RD,787230000,33,300136.424242,1973,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"6103 MANOR RD, Austin, TX, 787230000","6103 MANOR RD, Austin, TX, 787230000",30.307936,-97.67795
1067,6309 BURNS ST,787520000,33,148539.575758,1970,Austin,TX,G10,N14,L49,P01,C10,J01,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"6309 BURNS ST, Austin, TX, 787520000","6309 BURNS ST, Austin, TX, 787520000",30.330725,-97.7215
1068,14618 MANSFIELD DAM CT,787340000,32,564386.0,2005,Austin,TX,G25,N24,L47,P03,CEJ,J02,S09,,,E06,Q06,,Q10,,L03,B10,ALL,,,"14618 MANSFIELD DAM CT, Austin, TX, 787340000","14618 MANSFIELD DAM CT, Austin, TX, 787340000",30.397247,-97.915115
1069,1807 POQUITO ST,787020000,32,,,Austin,TX,G25,N14,L46,P01,C10,J01,S01,T41,,,,A01,,,,B05,ALL,ACC,CA1,"1807 POQUITO ST, Austin, TX, 787020000","1807 POQUITO ST, Austin, TX, 787020000",30.279049,-97.71978
1070,2203 ONION CREEK PKWY,787470000,32,267795.0,1989,Austin,TX,G21,N25,L47,P04,C10,J04,S01,T46,,,Q00,A01,Q04,,,B05,ALL,ACC,CA5,"2203 ONION CREEK PKWY, Austin, TX, 787470000","2203 ONION CREEK PKWY, Austin, TX, 787470000",30.136843,-97.79641
1071,2907 WEST AVE,787050000,32,210031.25,1972,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"2907 WEST AVE, Austin, TX, 787050000","2907 WEST AVE, Austin, TX, 787050000",30.297659,-97.74447
1072,300 MEDICAL PKWY,787380000,32,,,Austin,TX,G25,N24,L47,P03,C16,J03,S09,,,E06,Q06,,Q08,,L03,B10,ALL,,,"300 MEDICAL PKWY, Austin, TX, 787380000","300 MEDICAL PKWY, Austin, TX, 787380000",30.3314467613,-97.9707527877
1073,3110 RED RIVER ST,787050000,32,,,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T45,,,,A01,,,,B05,ALL,ACC,CA9,"3110 RED RIVER ST, Austin, TX, 787050000","3110 RED RIVER ST, Austin, TX, 787050000",30.2909588587,-97.7272128532
1074,3601 MANCHACA RD,787040000,32,287950.0,1980,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"3601 MANCHACA RD, Austin, TX, 787040000","3601 MANCHACA RD, Austin, TX, 787040000",30.237335,-97.7836
1075,3627 MANCHACA RD,787040000,32,249402.0,1983,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"3627 MANCHACA RD, Austin, TX, 787040000","3627 MANCHACA RD, Austin, TX, 787040000",30.237097,-97.78374
1076,3723 KEATS DR,787040000,32,377159.0,,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"3723 KEATS DR, Austin, TX, 787040000","3723 KEATS DR, Austin, TX, 787040000",30.236952,-97.78668
1077,3810 VALLEY VIEW RD,787040000,32,103247.71875,1986,Austin,TX,G21,N14,L49,P04,C10,J03,S01,T46,,,Q00,A01,Q05,,,B05,ALL,ACC,CA5,"3810 VALLEY VIEW RD, Austin, TX, 787040000","3810 VALLEY VIEW RD, Austin, TX, 787040000",30.235575,-97.78316
1078,407 45TH ST,787510000,32,158765.0,1979,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"407 45TH ST, Austin, TX, 787510000","407 45TH ST, Austin, TX, 787510000",30.310177967,-97.7316736635
1079,4210 RED RIVER ST,787510000,32,222625.0,1970,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4210 RED RIVER ST, Austin, TX, 787510000","4210 RED RIVER ST, Austin, TX, 787510000",30.3022680339,-97.7211995834
1080,4508 DUVAL RD,787270000,32,270829.0,2001,Austin,TX,G17,N14,L50,P02,C10,J02,S01,T44,,,,A01,,,,B10,ALL,ACC,CA6,"4508 DUVAL RD, Austin, TX, 787270000","4508 DUVAL RD, Austin, TX, 787270000",30.413567,-97.73376
1081,4520 BENNETT AVE,787510000,32,233911.4375,1971,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4520 BENNETT AVE, Austin, TX, 787510000","4520 BENNETT AVE, Austin, TX, 787510000",30.304317,-97.71759
1082,4719 HARMON AVE,787510000,32,266194.5,1962,Austin,TX,G25,N14,L49,P02,C10,J05,S01,T43,,,,A01,,,,B05,ALL,ACC,CA9,"4719 HARMON AVE, Austin, TX, 787510000","4719 HARMON AVE, Austin, TX, 787510000",30.306005,-97.71475
1083,6505 SHIRLEY AVE,787520000,32,145258.75,1987,Austin,TX,G10,N14,L49,P01,C10,J01,S01,T43,,,,A01,,,,B10,ALL,ACC,CA4,"6505 SHIRLEY AVE, Austin, TX, 787520000","6505 SHIRLEY AVE, Austin, TX, 787520000",30.332224,-97.72106
