STREET1,STREET2,Distance,Lat,Lon
29TH ST,SAN GABRIEL ST,0.021147649365082486,30.2973746,-97.7469165
39TH ST,AVENUE B,0.01928230636985995,30.3031686,-97.73547169999999
37TH ST,GROOMS ST,0.06518749366813253
GUADALUPE ST,RIO GRANDE ST,0.04724335460489511,30.723526,-97.7013609
35 SVRD,HARMON AVE,0.01448814933721415
53RD ST,AVENUE G,0.008513082228415772,30.3172592,-97.7202758
35 SVRD,MANOR RD,0.012192382318339624
22ND ST,MALDON PL,0.05268718594597186,30.2837715,-97.7160744
30TH ST,PEARL ST,0.022656954521620226,30.2983866,-97.7455971
43RD ST,BENNETT AVE,0.03882946056171132,30.301817,-97.7191819
44TH ST,AVENUE C,0.007528567169077842,30.3084062,-97.73091079999999
28TH ST,RIO GRANDE ST,0.011561857340920698,30.2934112,-97.7441494
46TH ST,LAMAR BLVD,0.054447606247874085,30.31512,-97.7361662
PINCKNEY ST,SCALES ST,0.08078018170125105
CHERRYWOOD RD,CHESTNUT AVE,0.06891066434767583,30.2844454,-97.7181956
HARRIS PARK AVE,LANDON LN,0.01940199844005094,30.2942444,-97.7302277
BARROW AVE,DUVAL ST,0.03287829449777846
TOM GREEN ST,WALLING DR,0.026418170251387214,30.294935,-97.7340519
FERNWOOD RD,PARKWOOD RD,0.05349933907177842,30.30082599999999,-97.71247149999999
27TH ST,WHITIS AVE,0.03802401133305163,30.291902,-97.74002980000002
40TH ST,WILLOWBROOK DR,0.029630905195108657,30.2931277,-97.7114045
EDGEWOOD AVE,HEMLOCK AVE,0.09030916725447986
47TH ST,AVENUE F,0.02119296891856621,30.3109664,-97.7253083
50TH ST,MARTIN AVE,0.01261859586012249,30.312282,-97.71882339999999
51ST ST,AVENUE H,0.016136723769090606,30.31466739999999,-97.7207997
AIRPORT BLVD,ZACH SCOTT ST,0.02220604283215153,30.2945503,-97.7080424
34TH ST,CONCORDIA AVE,0.0321053380163462
50TH ST,AVENUE G,0.029789027698873233,30.3140235,-97.7223774
CLYDE LITTLEFIELD DR,ROBERT DEDMAN DR,0.0764623000736436,30.2838957,-97.7310277
HEMPHILL PARK,LAUREL LN,0.03143507784528153,30.2971427,-97.7388548
22ND ST,MAPLE AVE,0.016714852070858134,30.2836291,-97.7169172
29TH ST,30TH ST,0.03936824780441711
40TH ST,LAMAR BLVD,0.03756916549882711,30.3078669,-97.7413529
DEAN KEETON ST,WICHITA ST,0.010244917690282448,30.2895502,-97.7379811
GRIFFITH ST,GROOMS ST,0.02683675410734496
BANTON RD,BASFORD RD,0.07229100397330171
31ST ST,AVENUE H,0.07694737021823446,32.7107165,-100.9282628
GREENWAY,WOODROW ST,0.0770180295501631
40TH ST,42ND ST,0.05974579018551109
ELWOOD RD,FERNWOOD RD,0.025025970514978946,30.3020238,-97.71373779999999
49TH ST,GENE JOHNSON ST,0.03128744479735416
54TH ST,MARTIN AVE,0.016206813475272325,30.3165947,-97.71601509999999
38TH ST,BAILEY LN,0.003583297297501176,30.306384,-97.7457098
AIRPORT BLVD,ROUNTREE DR,0.0616398100246766
CEDAR ST,LAUREL LN,0.027422665906308142
BENELVA DR,MOORE BLVD,0.09923417807379702
38TH ST,RED RIVER ST,0.007749242905719513,30.2956169,-97.72340729999999
LULLWOOD RD,PARKWOOD RD,0.08115869353093852
45TH ST,DEPEW AVE,0.020871460317949495,30.3043829,-97.71869819999999
32ND ST,HARRIS PARK AVE,0.04761546802614824,30.2929674,-97.7311091
CHESTERFIELD AVE,LERALYNN ST,0.09718661547246124
48TH 1/2 ST,ROWENA ST,0.016947865502374315,30.3127705,-97.7247532
31ST 1/2 ST,32ND ST,0.05248540448259882
STAFFORD ST,WEBER AVE,0.03446804345645957
INNER CAMPUS DR,SPEEDWAY,0.08985420243131038,30.2847392,-97.7372872
BROOKVIEW RD,CRESCENT DR,0.03123952951462884,30.2933906,-97.71010109999999
38TH 1/2 ST,SPEEDWAY,0.020375885293881006,30.3012983,-97.7330951
38TH ST,DUVAL ST,0.0364367281146368,30.298707,-97.729778
54TH ST,EVANS AVE,0.016301603772246775,30.3170282,-97.71690489999999
MONTROSE ST,WOODROW ST,0.09053354956692251
30TH ST,SPARKS AVE,0.07628602333951702
53RD ST,EILERS AVE,0.06293727363266785,30.3150894,-97.7158323
WILSHIRE BLVD,WILSHIRE PKWY,0.02080568843919169,30.2967947,-97.71144299999999
31ST ST,HEMPHILL PARK,0.07814538563116735
28TH 1/2 ST,SALADO ST,0.023135896173490003,30.2954814,-97.7450386
38TH ST,45TH 1/2 ST,0.06952418039962042
41ST ST,PECK AVE,0.014027098609035012,30.301643,-97.726342
48TH ST,EILERS AVE,0.020666329609256427,30.3093052,-97.7197892
44TH ST,49TH ST,0.07280149124063644
44TH ST,GUADALUPE ST,0.027454996919441466,30.3097396,-97.733672
20TH ST,LEONA ST,0.021491489815710245,30.2804642,-97.7233976
CLARKSON AVE,RED RIVER ST,0.018818138215736947,30.3106095,-97.7158797
21ST ST,JESTER CIR,0.08872225715030696
38TH ST,WEST AVE,0.04319239381119379
ANTONE ST,EMMA LONG ST,0.03810356354407924
35TH ST,KING ST,0.019303216879263112,30.3019097,-97.7407727
43RD ST,CLARKSON AVE,0.08512482358208688,30.3006211,-97.7166961
28TH 1/2 ST,SAN PEDRO ST,0.02590130248327005,30.295524,-97.74557279999999
32ND 1/2 ST,RED RIVER ST,0.08988062720340484,30.291048,-97.7271487
32ND ST,OWEN AVE,0.0639937471034469,30.3012247,-97.7449569
CURTIS AVE,MANOR RD,0.030422866923596602,30.285329,-97.7124839
38TH ST,AVENUE G,0.0040523513865055785,30.2995865,-97.73159249999999
41ST ST,WILLBERT RD,0.08600495670999254
28TH ST,DRURY LN,0.022888664285809164,30.285375,-97.7217826
26TH ST,RIO GRANDE ST,0.005112529657339651,30.29066439999999,-97.74440539999999
LAMAR BLVD,MEDICAL PKWY,0.04795698940216775,30.27736,-97.7511639
AIRPORT BLVD,FAIRWOOD RD,0.0537083734497938
35 SVRD,HOLLYWOOD AVE,0.06671736595342825
BENTWOOD RD,FAIRWOOD RD,0.03736853216877992,30.708277,-97.683514
CASWELL AVE,PARK BLVD,0.03016529917912956,30.3021751,-97.72304749999999
33RD ST,HEMPHILL PARK,0.04651339020466827,30.298631,-97.7379579
21ST ST,SAN JACINTO BLVD,0.08581976044589511,30.2832152,-97.73403599999999
ALEXANDER AVE,RANDOLPH RD,0.09539817826631541
38TH 1/2 ST,GRAYSON LN,0.023007451974728622,30.289456,-97.708787
41ST ST,DUVAL ST,0.04230869965442382,30.3022594,-97.7275975
DUVAL ST,TEXAS AVE,0.016541755880872734,30.2978125,-97.7303756
BENTWOOD RD,PARKWOOD RD,0.01798854189972951,30.3018269,-97.71077729999999
EMMA LONG ST,SCALES ST,0.07653091595869357
35 SVRD,MARTIN LUTHER KING BLVD,0.06834287768175643
FAIRWOOD RD,FERNWOOD RD,0.037016311312977376
MATTIE ST,PAGE ST,0.07993757403810017
45TH ST,AVENUE A,0.03117664924723943,30.3104082,-97.73203099999999
RUIZ ST,SIMOND AVE,0.028927293074836914
26TH 1/2 ST,DEAN KEETON ST,0.03235886029422378
RANDOLPH RD,VINELAND DR,0.06066385489734056
38TH 1/2 ST,HALF PENNY RD,0.020764378992897767,30.2913838,-97.71283079999999
FRUTH ST,WHEELER ST,0.049143350770566474
PAGE ST,RUIZ ST,0.007577402670877784
54TH ST,NORTH LOOP BLVD,0.07662203516186271
24TH ST,SAN JACINTO BLVD,0.0754910849716752,30.2870727,-97.7335487
49TH 1/2 ST,49TH ST,0.02942213820959602
DEAN KEETON ST,POQUITO ST,0.06620479510309732
GRAYSON LN,MANOR RD,0.06356329113321373,32.8366958,-97.3837034
45TH ST,EVANS AVE,0.04168442641645755
EMMA LONG ST,PINCKNEY ST,0.03120839434741429,30.292147,-97.70312179999999
DEAN KEETON ST,ELMWOOD PL,0.0987027239662363
48TH ST,ROWENA ST,0.020987226326275966,30.3119855,-97.7252716
32ND ST,GUADALUPE ST,0.018461864044741785,30.299055,-97.74047060000001
37TH ST,SPEEDWAY,0.020922630108958198,30.2999582,-97.7339533
34TH ST,HEMLOCK AVE,0.013915150726528169,30.2891135,-97.7140744
BENTWOOD RD,ELWOOD RD,0.02120865963846042,30.3035765,-97.71274249999999
32ND ST,AVENUE H,0.011929301900950857,32.7097107,-100.928265
7TH ST,8TH ST,0.06071194223085358,30.258647,-97.78457209999999
9TH ST,COLETO ST,0.09246502345261029
21ST ST,LEONA ST,0.0033369146925259635,30.2814621,-97.72360929999999
EMMA LONG ST,SAHM ST,0.07438810907947548
BREEZE TER,MANOR RD,0.016098478494227422,30.2842004,-97.7196993
DUNCAN LN,RED RIVER ST,0.023966293493299966,30.2926777,-97.7259273
45TH ST,AVENUE D,0.008314927576241703,30.3090863,-97.7293195
LUTHER LN,RED RIVER ST,0.09053516140779545,30.2935484,-97.7251799
22ND ST,BREEZE TER,0.08035111520853204
43RD ST,KEASBEY ST,0.08378146159446713
30TH ST,ROBINSON AVE,0.022116429898922017,30.2875478,-97.7226728
GARCIA ST,PAGE ST,0.05039884496194629,30.3012229,-97.701326
30TH ST,LEONARD ST,0.08245478096006907
33RD ST,KINGS LN,0.07856128277770669,30.3006923,-97.74162869999999
35TH ST,AVENUE H,0.07420683854611393,32.7067304,-100.9282981
ROGERS AVE,STAFFORD ST,0.026252122266721134,30.282883,-97.7150688
FERDINAND ST,POQUITO ST,0.04880593087395675
ANTONE ST,PINCKNEY ST,0.03353374852108237,30.2914461,-97.70310099999999
MARTIN LUTHER KING BLVD,SALINA ST,0.0034153488444797772,30.279593,-97.7221855
55TH ST,EVANS AVE,0.03830667903793536,30.31810919999999,-97.716201
BROOKVIEW RD,WILLOWBROOK DR,0.028318283419323374,30.2904988,-97.7101722
20TH ST,COMAL ST,0.013662324101617265,30.2801676,-97.7253698
11TH ST,SALINA ST,0.016059701297441577,30.266374,-97.7214293
AIRPORT BLVD,BANTON RD,0.053876170531163815
32ND ST,WABASH AVE,0.0492415388261581,30.3017892,-97.7471522
30TH ST,UNIVERSITY AVE,0.014628203763611168,30.2943167,-97.7374836
AIRPORT BLVD,WILSHIRE BLVD,0.03768061315536881,30.2977207,-97.7090295
42ND ST,AVENUE A,0.052580890155871536,30.3070346,-97.73421549999999
39TH 1/2 ST,MARATHON BLVD,0.06001615614971734
CLARKSON AVE,KERN RAMBLE,0.09793852004538375
38TH 1/2 ST,AVENUE B,0.07438328964632866,30.3026104,-97.7358335
29TH ST,LAFAYETTE AVE,0.033121694952047386,30.2858788,-97.7208893
CAMACHO ST,MATTIE ST,0.02948557613008942,30.2956143,-97.7027621
39TH ST,RED RIVER ST,0.01523061099776477,30.2972743,-97.7230065
35TH ST,AVENUE G,0.0013824140270941184,32.7067304,-100.9282981
29TH ST,SALADO ST,0.012719195574157125,30.296172,-97.7443764
41ST ST,44TH ST,0.04095436695104152
NORWOOD RD,PHILOMENA ST,0.09039167604567018
34TH ST,HELMS ST,0.016982692387803675,30.2980731,-97.7343898
FAIRWOOD RD,PARKWOOD RD,0.015438435510061905,30.301157,-97.71157079999999
45TH ST,50TH ST,0.059320654702534836
34TH ST,GROOMS ST,0.004329101998557711,30.297647,-97.733502
33RD ST,MEDICAL PKWY,0.07776265820310711,30.3023434,-97.74629619999999
47TH ST,DEPEW AVE,0.019265530853559205,30.3072255,-97.71690009999999
52ND ST,LANCASTER CT,0.01891259602705555,30.3086422,-97.7057887
44TH ST,DUVAL ST,0.0946189767426814
EDGEWOOD AVE,WERNER AVE,0.014111493736039834,30.2897445,-97.7196465
LEWIS LN,MEDICAL PKWY,0.026397248510028514
29TH ST,41ST ST,0.013032029705987906
47TH ST,AIRPORT BLVD,0.07848267553993694
OAKLAWN AVE,STAFFORD ST,0.028077994531630818,30.2838754,-97.71527209999999
46TH ST,RED RIVER ST,0.012697302223851141,30.3063512,-97.7186303
40TH ST,GUADALUPE ST,0.09922718872347008,30.3052616,-97.7365569
38TH 1/2 ST,PECK AVE,0.02601496837516274,30.2989493,-97.7280012
38TH 1/2 ST,HARMON AVE,0.005196646007855858,30.2953482,-97.72063729999999
SCHIEFFER AVE,WILSHIRE BLVD,0.06442961347259879,30.2960328,-97.7123093
43RD ST,RED RIVER ST,0.01999938536808273,30.3026752,-97.72097319999999
30TH ST,FRUTH ST,0.018062557866739215,30.2960556,-97.74115359999999
48TH ST,RED RIVER ST,0.014729687572491797,30.3083513,-97.7173438
40TH ST,MARATHON BLVD,0.013460528282229128,30.308335,-97.74243419999999
47TH ST,AVENUE G,0.016421249405596153,30.3105763,-97.7246468
46TH ST,EILERS AVE,0.022809651824888602,30.30755,-97.7211372
43RD ST,CASWELL AVE,0.040362125832313335,30.3029914,-97.7225124
51ST ST,LANCASTER CT,0.028645210137572177,30.3075244,-97.7065671
SAN GABRIEL ST,SAN PEDRO ST,0.060498270631816405
35 SVRD,50TH ST,0.037173899514017276
22ND ST,CHESTNUT AVE,0.016635473022815307,30.2834419,-97.7179682
CEDAR ST,SPEEDWAY,0.03896767185922269
LAWLESS ST,MATTIE ST,0.02874114914849775
33RD ST,AVENUE F,0.06614814836488965,32.7087165,-100.9277095
LAMAR BLVD,TRIANGLE AVE,0.0947732243063383
47TH ST,DUVAL ST,0.01758315576082962,30.3096978,-97.7228385
RATHERVUE PL,SPARKS AVE,0.04892780626904852
39TH ST,42ND ST,0.05996170991700422
AVENUE G,ROWENA ST,0.08843480425849758
31ST 1/2 ST,WASHINGTON SQ,0.04565908905995984,30.29880899999999,-97.7431316
12TH ST,20TH ST,0.012665281830053533
BELLEVUE PL,RATHERVUE PL,0.042604759336537755
31ST ST,PARK BLVD,0.007882700025725239,32.7107165,-100.9282628
38TH ST,HALF PENNY RD,0.08414775325565847,30.2913838,-97.71283079999999
38TH ST,MAIDEN LN,0.07241529965284595
35 SVRD,ROBINSON AVE,0.02876400247948301
37TH ST,GREENWAY,0.035306208388835573,30.2961666,-97.7265861
EDGEWOOD AVE,KERN RAMBLE,0.041022451051584155
32ND ST,KINGS LN,0.04639368436537377,30.3002021,-97.74280639999999
42ND ST,44TH ST,0.06666269263589525
49TH ST,ROWENA ST,0.02198888362560867,30.3135643,-97.7242484
26TH ST,SAN ANTONIO ST,0.011121518787718773,30.290495,-97.7421289
35TH ST,HELMS ST,0.04804009617496783,30.299057,-97.7337529
9TH ST,ROGERS AVE,0.033366411294589726
51ST ST,GUADALUPE ST,0.005232131144964402,30.317645,-97.7284497
13TH ST,MARTIN LUTHER KING BLVD,0.05411297964056068
COMAL ST,MARTIN LUTHER KING BLVD,0.009428990119896043,30.279065,-97.7251196
10TH ST,COLETO ST,0.010672099958283445
7TH ST,CHESTNUT AVE,0.0651455146202844
ALDRICH ST,WILSHIRE BLVD,0.06689493460402945
38TH 1/2 ST,WILLBERT RD,0.07545688822809091
EMMA LONG ST,TOM MILLER ST,0.029934996917186436,30.2920531,-97.7069435
HALF PENNY RD,SYCAMORE DR,0.024281728738495725,30.2922976,-97.7119889
GOCHMAN ST,MATTIE ST,0.04020942835835103
AIRPORT BLVD,LITTLEFIELD ST,0.04629656623242344
39TH ST,AVENUE C,0.034464604357039824,30.3027361,-97.7345608
34TH ST,FRUTH ST,0.025638352095079746,30.2998865,-97.7387959
40TH ST,AVENUE F,0.012827711672777908,30.3025852,-97.7310437
33RD ST,SPEEDWAY,0.0053557885180642575,30.2976403,-97.7354077
CLARKSON AVE,CONCORDIA AVE,0.03018833270050261
11TH ST,12TH ST,0.005829846826008361,30.21333,-97.8627838
34TH ST,GENE JOHNSON ST,0.045312289134779325
HOLLYWOOD AVE,WERNER AVE,0.027716289792128403
44TH ST,AVENUE D,0.008994748082451404,30.3079819,-97.7300506
BELLVUE AVE,MAYBELLE AVE,0.0530014338676715
LAMAR BLVD,SAN GABRIEL ST,0.023718822338773135,30.293667,-97.7472279
30TH ST,SALADO ST,0.020051106835126953,30.2974272,-97.7435453
ROWENA ST,SPEEDWAY,0.052962438967585804
GARCIA ST,MUELLER BLVD,0.07146641756145167,30.302504,-97.70496990000001
23RD ST,WHITIS AVE,0.07520908961009509
24TH ST,INNER CAMPUS DR,0.08728884234603401
26TH ST,SHOAL CLIFF CT,0.06725611486960782
39TH ST,53RD ST,0.05007698552317575
43RD ST,AVENUE C,0.0018953128034342839,30.3072761,-97.7316403
26TH ST,NUECES ST,0.005852111804406626,30.2905387,-97.7428826
45TH ST,SPEEDWAY,0.0017605428000228422,30.3086372,-97.72839239999999
HARRIS PARK AVE,PARK PL,0.02278389387269981,30.2894989,-97.733223
MAPLEWOOD AVE,WILSHIRE BLVD,0.07396887049334838,30.296032,-97.712666
FRENCH PL,LAFAYETTE AVE,0.0420083219414866
ELLINGSON LN,KEASBEY ST,0.08994459494044828
30TH ST,GUADALUPE ST,0.00661965536953337,30.29649229999999,-97.742103
50TH ST,AVENUE F,0.017446086080347797,30.314124,-97.7232532
39TH 1/2 ST,LAMAR BLVD,0.05648528820477097,30.3070679,-97.7418651
MAPLE AVE,MARTIN LUTHER KING BLVD,0.018978314385490774,30.2806022,-97.71624720000001
38TH ST,LAMAR BLVD,0.022491993456350282,30.3051799,-97.7430691
DUVAL ST,PARK BLVD,0.02337927615202902,30.303865,-97.7265946
53RD ST,MARTIN AVE,0.03952531433984513,30.3155169,-97.7167103
MARTIN LUTHER KING BLVD,POQUITO ST,0.009457932584392259,30.2799397,-97.7202221
24TH 1/2 ST,NUECES ST,0.07850492181669214,30.2878138,-97.74314659999999
55TH ST,BENNETT AVE,0.01668061858605952,30.3154316,-97.7107205
34TH ST,HARRIS AVE,0.09296602582183261
21ST ST,CONCHO ST,0.016575005114545897,30.2812946,-97.7245839
44TH ST,CLARKSON AVE,0.017028310937417832,30.301589,-97.716634
ANTONE ST,TOM MILLER ST,0.004400557228424091,30.291355,-97.7068271
43RD ST,AVENUE H,0.0077678282967271915,30.3050494,-97.72700929999999
27TH ST,WICHITA ST,0.03108792495194074,30.2917176,-97.7377825
10TH ST,COMAL ST,0.06119892271022206
34TH ST,GILES ST,0.061240962527338245
42ND ST,43RD ST,0.05043394479363086
FAIRFAX WALK,HARRIS PARK AVE,0.05259985719671804
HOLLYWOOD AVE,ROBINSON AVE,0.025270673399224723
CLARKSON AVE,ELLINGSON LN,0.01830319466503572,30.3024481,-97.7165761
BENELVA DR,DUVAL ST,0.018391218989312074
BROOKVIEW RD,VINELAND DR,0.03395383214022057
SPEEDWAY,UNIVERSITY AVE,0.040453747158140214,30.29527599999999,-97.73687
CRESTWOOD RD,WILSHIRE PKWY,0.03573436206597772,30.2976901,-97.7105728
41ST ST,AVENUE F,0.0025814696624225568,30.303722,-97.7303203
22ND ST,POQUITO ST,0.021867146193130536,30.2829406,-97.72088719999999
CEDAR AVE,WEBER AVE,0.01911460191388476,30.2824431,-97.7149304
AIRPORT BLVD,HARMON AVE,0.05013211697320417
DEAN KEETON ST,PARK PL,0.08512273525441036,30.2892162,-97.7327339
47TH ST,EILERS AVE,0.022024699824475896,30.3085534,-97.7204728
BRADWOOD RD,KIRKWOOD RD,0.04454333390731906
18TH ST,POQUITO ST,0.019819054693645106,30.27899,-97.71977910000001
32ND ST,HOLLYWOOD AVE,0.03547253892370972
38TH ST,AVENUE H,0.007233385117459287,30.2992059,-97.7307719
11TH ST,CHERRYWOOD RD,0.021930539658256438
38TH ST,HAMPTON RD,0.03840870567808617
MANOR RD,POQUITO ST,0.004616905303652365,30.2839465,-97.72110200000002
ELMWOOD PL,SAN JACINTO BLVD,0.03397686916026435
20TH ST,POQUITO ST,0.01973175626568252,30.2809546,-97.72042839999999
33RD ST,DUVAL ST,0.026596745332575455,30.2955252,-97.73181129999999
JAMES WHEAT ST,ROWOOD RD,0.05411089514590181
39TH ST,PECK AVE,0.02298672874102098,30.2998435,-97.727465
31ST ST,KINGS LN,0.02051036360475542,30.2989972,-97.7435512
DANCY ST,LAFAYETTE AVE,0.0460455594389061
RED RIVER ST,SWISHER ST,0.0037662419182204177
LEONA ST,MANOR RD,0.00688649295883501,30.2834705,-97.724065
AVENUE F,FRANKLIN BLVD,0.05720725112497384
7TH ST,CEDAR AVE,0.029472673890408266,30.92902509999999,-97.6931848
46TH ST,HARMON AVE,0.029259976478852052,30.3046887,-97.7156085
CLARKSON AVE,RANDOLPH RD,0.02448552918478597,30.2876626,-97.7115781
24TH ST,WICHITA ST,0.0629028857373447
DEAN KEETON ST,LEONARD ST,0.029144043014446775
51ST ST,EILERS AVE,0.05469083601075339,30.3129333,-97.71723279999999
MONTROSE ST,TEXAS AVE,0.0027804229276770635,30.2969726,-97.7286745
10TH ST,11TH ST,0.01921620293130625,30.0974445,-96.0795539
53RD HALF ST,53RD ST,0.04260746978475898
38TH ST,AVENUE F,0.007144530751979727,30.300078,-97.7326454
20TH ST,ALAMO ST,0.02062285241044574,30.2811109,-97.71949749999999
AVENUE H,PARK BLVD,0.07724205752637091,29.5584963,-95.79625039999999
49TH ST,EVANS AVE,0.041532315541198336
KEITH LN,RED RIVER ST,0.017565600145069592,30.2919133,-97.7265937
41ST ST,AVENUE D,0.0300452295292983,30.3046234,-97.7322026
MAPLEWOOD AVE,SCHIEFFER AVE,0.09138955459183358
13TH ST,COMAL ST,0.02011892094733053,30.2740786,-97.7240427
HAMPTON RD,MEDICAL ARTS ST,0.04209845964583445
CONCORDIA AVE,HOLLYWOOD AVE,0.08003673366853059,30.2920276,-97.71909310000001
ALDRICH ST,RUIZ ST,0.07463024210179348
PHILOMENA ST,RUIZ ST,0.02788326660070993,30.2999481,-97.7020763
CONCORDIA AVE,HARMON AVE,0.005554644935786035,30.2933639,-97.721926
AVENUE G,GROOMS ST,0.051331577174497156
CHERRYWOOD RD,LULLWOOD RD,0.09724994961380641
31ST ST,WASHINGTON SQ,0.011661811861237065,30.29880899999999,-97.7431316
WILSHIRE BLVD,WRIGHTWOOD RD,0.02978159180623186,30.2966346,-97.7141264
29TH ST,SHOAL CREST AVE,0.024571672832975542,30.2977919,-97.7477787
35TH ST,HAMPTON RD,0.03624884514155297,30.2946179,-97.7262813
28TH 1/2 ST,29TH ST,0.07386808985759728,31.554545,-97.16854080000002
AIRPORT BLVD,BENNETT AVE,0.06695364124920986
35TH ST,38TH ST,0.008298548674769722,30.3072387,-97.748559
20TH ST,SALINA ST,0.010795089312470961,30.2806084,-97.72241819999999
35 SVRD,EDGEWOOD AVE,0.03595748320478104
53RD ST,BRUNING AVE,0.01889907741382588,30.3149197,-97.7156521
34TH ST,HARMON AVE,0.0054840025698720315
HEMPHILL PARK,WHITIS AVE,0.016953669749287588
30TH ST,SAN GABRIEL ST,0.02476959186673759
37TH ST,MEDICAL PKWY,0.0358817826415095,30.3045954,-97.7445406
AVENUE G,NORTH LOOP BLVD,0.08821997591332825
32ND ST,HAMPTON RD,0.042984566164541875,30.2915582,-97.7281682
8TH ST,MAPLE AVE,0.030810093336831185,30.638036,-97.668528
ASHWOOD RD,WRIGHTWOOD RD,0.014423648143928453,30.294681,-97.7157699
30TH ST,DANCY ST,0.020515993715969336,30.287061,-97.72162200000001
GUADALUPE ST,HEMPHILL PARK,0.024498334776347802,30.2921943,-97.7411782
AIRPORT BLVD,MC CLOSKEY ST,0.06321780521151894
35 SVRD,RED RIVER ST,0.0319257814483759
38TH ST,GROOMS ST,0.012164926367502422,30.2998407,-97.73212219999999
MATTIE ST,MC CLOSKEY ST,0.014622513836435865,30.2928554,-97.702568
43RD ST,44TH ST,0.03472503628111047
AIRPORT BLVD,FERNWOOD RD,0.06292081932892883
38TH ST,CASWELL AVE,0.037354454033648746
28TH ST,DANCY ST,0.04173835979145554,30.2857308,-97.7224528
SALADO ST,SHOAL CLIFF CT,0.05327476211656532
CHESTNUT AVE,MAPLE AVE,0.05045481121131015
28TH ST,29TH ST,0.08470878399270348,31.554545,-97.16854080000002
40TH ST,LEWIS LN,0.07704264176391215,30.3093083,-97.7444659
44TH ST,SPEEDWAY,0.09573827271446815,30.30753739999999,-97.729103
45TH ST,AVENUE G,0.015227998719374893,30.3077216,-97.7264769
HALF PENNY RD,WILLOWBROOK DR,0.08563491145351039
30TH ST,31ST ST,0.02616884646863657
39TH ST,MEDICAL PKWY,0.01791278508395969,30.30676,-97.7434526
22ND ST,COLETO ST,0.013479456933759324,30.283282,-97.71893969999999
33RD ST,GROOMS ST,0.007807447530303813,30.2966287,-97.7341522
49TH ST,AIRPORT BLVD,0.0413360426893919,30.3092046,-97.7156199
32ND ST,WALNUT AVE,0.005588441325560656,30.2861725,-97.71442669999999
32ND ST,HARMON AVE,0.09569791634720116,30.2898566,-97.7245925
31ST ST,RATHERVUE PL,0.06002333858721361,30.2926914,-97.73363719999999
30TH ST,32ND ST,0.007295909221005577
ANTONE ST,CAMACHO ST,0.02549571992100589,30.2914071,-97.7050445
35 SVRD,ARDENWOOD RD,0.019933706118134453
25TH ST,GUADALUPE ST,0.053068447691583406,30.2887846,-97.74148890000001
COLETO ST,MANOR RD,0.026156592914851735,30.2842874,-97.7191484
42ND ST,AVENUE B,0.010512875947997631,30.3065951,-97.733297
32ND ST,LIBERTY ST,0.015088091739154957,30.293406,-97.731994
AIRPORT BLVD,MIDDLE FISKVILLE RD,0.03220341589574863,30.3187359,-97.712811
OWEN AVE,WEST AVE,0.09025964745810178
45TH ST,MARTIN AVE,0.009870045056785261
53RD ST,AIRPORT BLVD,0.05220231867725854,30.3140196,-97.7150277
55TH ST,HELEN ST,0.018690529132073506,30.3156972,-97.71222589999999
30TH ST,SPEEDWAY,0.010035586445730414,30.2931671,-97.7360324
ROBERT DEDMAN DR,TRINITY ST,0.0648565041171812,30.2874896,-97.7298885
DUVAL ST,RATHERVUE PL,0.02908201540599938,30.2926914,-97.73363719999999
30TH ST,RIO GRANDE ST,0.018540825926907978,30.2972359,-97.7431647
32ND ST,41ST ST,0.036797922926826224
37TH ST,KERN RAMBLE,0.0788890589726303,30.2907149,-97.71584130000001
34TH ST,BENNETT AVE,0.008376911566585123
39TH ST,DUVAL ST,0.03938300655710905,30.3001913,-97.7288793
32ND ST,BEANNA ST,0.02056659824684887,30.29185489999999,-97.7287599
ARDENWOOD RD,PARKWOOD RD,0.020903503640428804,30.2982057,-97.71290289999999
34TH ST,CLARKSON AVE,0.05856557674340367,30.2887482,-97.7130241
HEMLOCK AVE,WALNUT AVE,0.020722319034791194,30.2875066,-97.71513979999999
34TH ST,AVENUE H,0.09467139883226168,32.7077149,-100.9282929
20TH ST,21ST ST,0.059162940699683766
38TH ST,PECK AVE,0.033115524075894055,30.2980624,-97.7285618
29TH ST,LAMAR BLVD,0.08679304935250697,30.2983191,-97.74833770000001
39TH ST,WILLBERT RD,0.032399754440925584,30.2962894,-97.72092789999999
21ST ST,MAPLE AVE,0.0349043006586512,30.2826288,-97.716688
49TH ST,RED RIVER ST,0.034411536405534106,30.3097796,-97.71643329999999
SCALES ST,ZACH SCOTT ST,0.013158320886036075,30.2942165,-97.7043487
11TH ST,MARTIN LUTHER KING BLVD,0.008062433246502248,30.634183,-97.680762
CRESTWOOD RD,WILDWOOD RD,0.09466591060795707
GUADALUPE ST,NUECES ST,0.017391186138001988,30.2946612,-97.7424949
MARTIN LUTHER KING BLVD,SINGLETON AVE,0.021820229767400848,30.280754,-97.715268
49TH 1/2 ST,BENNETT AVE,0.02728887764659189,30.30951,-97.7144659
GREENWAY,HARRIS AVE,0.048013597365056386
32ND ST,AIRPORT BLVD,0.028037953138327968
50TH ST,AIRPORT BLVD,0.016497964408567607,30.3111253,-97.7154722
GIVENS AVE,SINGLETON AVE,0.08535563952881738
54TH ST,55TH ST,0.04904536443730582
46TH ST,47TH ST,0.05770347695393464
53RD ST,NORTH LOOP BLVD,0.03740756311465101,30.3176842,-97.72116469999999
